0,0
1,0
2,0
3,0
4,0
5,0
6,1
7,1
8,1
9,0
10,0
11,0
12,0
13,0
14,0
15,1
16,0
17,0
18,1
19,0
20,1
21,1
22,0
23,0
24,0
25,1
26,0
27,0
28,0
29,1
30,0
31,0
32,0
33,0
34,1
35,1
36,0
37,1
38,0
39,0
40,0
41,1
42,0
43,0
44,0
45,0
46,1
47,1
48,0
49,0
50,0
51,1
52,0
53,0
54,0
55,1
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,1
64,0
65,1
66,0
67,1
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,1
76,0
77,0
78,1
79,0
80,0
81,1
82,0
83,1
84,1
85,1
86,0
87,0
88,0
89,0
90,0
91,0
92,1
93,1
94,0
95,0
96,1
97,0
98,0
99,0
100,0
101,0
102,1
103,0
104,1
105,1
106,0
107,1
108,0
109,0
110,0
111,0
112,0
113,0
114,1
115,0
116,0
117,0
118,0
119,0
120,1
121,0
122,0
123,1
124,0
125,0
126,1
127,0
128,1
129,0
130,1
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,1
139,0
140,0
141,0
142,0
143,1
144,0
145,0
146,1
147,0
148,1
149,1
150,0
151,1
152,0
153,0
154,0
155,0
156,1
157,1
158,1
159,0
160,1
161,0
162,0
163,1
164,0
165,0
166,0
167,1
168,0
169,0
170,0
171,0
172,1
173,0
174,0
175,0
176,1
177,1
178,1
179,1
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,1
188,0
189,0
190,0
191,1
192,0
193,0
194,0
195,1
196,1
197,0
198,1
199,1
200,1
201,1
202,1
203,1
204,0
205,1
206,0
207,1
208,1
209,1
210,0
211,0
212,0
213,1
214,0
215,0
216,0
217,1
218,0
219,1
220,0
221,0
222,1
223,1
224,0
225,0
226,0
227,1
228,1
229,0
230,0
231,0
232,0
233,0
234,1
235,1
236,1
237,0
238,0
239,0
240,1
241,0
242,1
243,0
244,0
245,1
246,1
247,0
248,0
249,0
250,0
251,1
252,1
253,0
254,1
255,0
256,1
257,1
258,1
259,0
260,0
261,0
262,0
263,0
264,1
265,0
266,0
267,1
268,0
269,0
270,0
271,0
272,0
273,0
274,1
275,0
276,1
277,1
278,0
279,0
280,0
281,1
282,0
283,0
284,1
285,1
286,0
287,1
288,0
289,0
290,1
291,1
292,1
293,0
294,0
295,0
296,0
297,1
298,1
299,0
300,1
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,1
313,0
314,0
315,0
316,0
317,1
318,1
319,0
320,1
321,1
322,0
323,1
324,0
325,1
326,1
327,0
328,0
329,0
330,1
331,0
332,0
333,1
334,1
335,0
336,0
337,0
338,1
339,0
340,0
341,1
342,1
343,0
344,0
345,0
346,1
347,0
348,0
349,1
350,1
351,0
352,1
353,0
354,0
355,1
356,1
357,1
358,1
359,1
360,0
361,1
362,1
363,1
364,0
365,0
366,1
367,1
368,0
369,0
370,1
371,1
372,0
373,0
374,0
375,0
376,1
377,0
378,0
379,1
380,0
381,0
382,1
383,0
384,0
385,1
386,0
387,0
388,0
389,1
390,0
391,0
392,0
393,0
394,0
395,0
396,1
397,1
398,0
399,1
400,0
401,0
402,0
403,0
404,0
405,1
406,0
407,0
408,0
409,1
410,0
411,1
412,1
413,0
414,0
415,1
416,0
417,0
418,0
419,0
420,1
421,0
422,1
423,0
424,0
425,0
426,0
427,1
428,1
429,0
430,0
431,0
432,1
433,1
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,1
444,0
445,1
446,1
447,0
448,0
449,0
450,1
451,0
452,0
453,0
454,1
455,0
456,0
457,0
458,1
459,0
460,0
461,1
462,1
463,0
464,1
465,1
466,0
467,0
468,1
469,0
470,0
471,1
472,0
473,0
474,0
475,1
476,0
477,0
478,1
479,0
480,0
481,0
482,0
483,1
484,0
485,0
486,0
487,1
488,1
489,1
490,1
491,0
492,1
493,0
494,0
495,1
496,1
497,0
498,1
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,1
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,1
521,0
522,0
523,1
524,0
525,0
526,0
527,0
528,1
529,0
530,0
531,0
532,1
533,0
