,city_name,county_name,idcard_cnt,arpu_202003,arup_null,city_name_mean_arup,county_name_mean_arup,arup_high,num_of_call,num_of_sus,num_of_sus_prob,isimei,num_of_prob,avg_call_dur,flow,num_of_app,ave_send_interval,day_average_receive,day_average_send,month_average_receive,month_average_send,ratio(send/receive)
0,0,0,1,45.1325,False,67.6898946,87.9621868,0,157.25,285.0,1.201492537,1.0,1.06514658,74.18124006,0.0005728819999999999,257,14838.70035,0.026086957,6.130434782999999,0.75,176.25,0.0077738519999999995
1,1,1,1,63.9375,False,49.47341252,50.16037681,0,19.5,32.0,0.5555555560000001,0.0,0.406779661,77.25,0.000154153,326,4963.280123,0.10373444,17.49792531,3.125,527.125,0.007105637
2,2,2,2,31.78125,False,67.54491469,54.3951461,0,144.0,124.0,1.62745098,1.0,2.074074074,44.54600694,0.000544572,232,15309.465069999998,0.43891402700000004,5.78280543,12.125,159.75,0.07950116900000001
3,2,3,2,54.07125,False,67.54491469,70.63089841,0,635.375,1071.0,0.25990676,1.0,0.40264390000000005,75.27523116,0.030918301000000002,85,4813.040513,0.19753086399999997,17.78600823,6.0,540.25,0.012248671000000001
4,1,1,1,50.0,False,49.47341252,50.16037681,0,7.625,14.0,0.7142857140000001,0.0,0.5106382979999999,47.24590164,0.00012505600000000002,270,29080.71745,0.005376344,3.88172043,0.125,90.25,0.008253095
5,3,4,2,65.19,False,55.36581524,58.78475714,0,96.375,166.0,1.588235294,1.0,3.3876404489999996,127.18806740000001,0.000549319,295,19753.78592,0.150684932,4.716894977,4.125,129.125,0.036608863
6,2,5,1,34.19666667,True,67.54491469,66.57455075,0,422.66666669999995,166.0,18.55555556,1.0,62.9,57.04968454,0.0026811490000000003,99,43252.265960000004,0.043478261,4.0869565219999995,0.333333333,31.33333333,0.060606060999999996
7,4,6,4,40.34,True,64.16894792,97.50322389,0,63.0,36.0,6.666666667,1.0,16.0,133.3253968,0.015879723000000002,4,84714.52592999999,0.28571428600000004,6.19047619,3.0,65.0,0.081481481
8,1,7,2,17.22875,False,49.47341252,12.0014375,0,46.25,26.0,6.2,1.0,62.33333333,47.42972973,0.001782516,140,5221.779076,1.575609756,18.05853659,40.375,462.75,0.088481252
9,2,8,2,22.26625,False,67.54491469,55.71088713,0,322.25,507.0,0.511695906,0.0,0.634870499,49.21450737,7.63e-05,447,5364.882143,0.46090535,15.67489712,14.0,476.125,0.030676455
10,3,9,1,1.2675,False,55.36581524,47.65781706,0,62.875,102.0,0.302325581,0.0,0.409340659,107.95825049999999,0.014889471999999999,100,19877.03025,0.0,5.458762887000001,0.0,132.375,0.004699248
11,2,10,3,84.86125,False,67.54491469,60.01643293,0,65.75,65.0,2.125,0.0,0.95620438,76.68821293,0.00015841,230,14508.81397,0.085972851,6.461538462,2.375,178.5,0.016748081
12,2,11,1,19.0,False,67.54491469,92.2183704,0,7.833333333,9.0,1.375,1.0,2.0,49.14893617,0.001402804,95,24281.87413,0.004901961,4.245098039,0.125,108.25,0.006888634
13,2,12,1,1.6225,True,67.54491469,47.54269394,0,86.5,46.0,0.647058824,0.0,0.407114625,77.43641618,0.0008423580000000001,143,11733.41857,0.065217391,7.554347826,1.5,173.75,0.015714286
14,5,13,1,48.0,False,62.81762235,145.68982140000003,0,46.625,47.0,0.6764705879999999,0.0,0.7813953490000001,75.68900804,14.79654984,3,56802.99185,0.0,3.548076923,0.0,46.125,0.013368983999999999
15,6,14,1,103.4525,False,74.21436094,68.8336859,0,382.5,388.0,1.503144654,1.0,1.877652934,64.20392157,0.00011039200000000001,321,8344.114124,1.432432432,9.290540541,35.33333333,229.16666669999998,0.157246377
16,2,15,3,48.32,False,67.54491469,63.31759713,0,101.5,105.0,22.0,0.0,163.4,75.92487685,0.05394897,55,13604.842719999999,0.082608696,6.639130435,2.375,190.875,0.015665796000000003
17,3,16,1,79.26,False,55.36581524,45.32644231,0,178.125,192.0,0.44285714299999995,1.0,0.369274809,54.17543860000001,0.167748528,31,6390.752125999999,0.082304527,13.4691358,2.5,409.125,0.007626602
18,2,15,3,117.12625,False,67.54491469,63.31759713,0,23.42857143,41.0,6.285714286,1.0,9.235294117999999,140.1097561,0.00018433400000000003,396,5139.823654,0.5158371039999999,16.62895928,14.25,459.375,0.032336957
19,7,17,2,102.575,False,67.39926049,58.20955357,0,233.125,305.0,1.1875,1.0,1.346683354,68.64504021,0.00010142799999999999,240,15906.862019999999,0.131707317,6.307317072999999,3.375,161.625,0.024653313
20,2,15,2,22.45,True,67.54491469,63.31759713,0,25.0,18.0,2.5,1.0,9.0,131.33,0.211399313,27,157028.4516,0.1,9.3,0.333333333,31.0,0.06122449
21,2,5,3,196.41,True,67.54491469,66.57455075,1,366.0,81.0,5.5,1.0,18.78947368,128.1174863,0.0,0,2682.039823,5.375,23.0,43.0,184.0,0.253968254
22,8,18,1,25.0,True,56.28338464,66.22446429,0,10.33333333,20.0,2.333333333,1.0,2.6,66.85483871,2.9299999999999997e-05,598,23116.46406,0.282485876,4.203389831,7.142857143,106.2857143,0.07343124200000001
23,4,6,3,169.8,False,64.16894792,97.50322389,1,86.33333333,111.0,1.122807018,1.0,1.227848101,105.4266409,0.000108374,262,30231.04676,0.359375,4.828125,5.75,77.25,0.081861958
24,9,19,3,1.0125,False,59.52868001,81.73678571,0,5.875,3.0,1.6,0.0,10.4,72.63829787,0.001098758,82,44681.98069,0.0,3.511278195,0.0,58.375,0.01059322
25,2,20,2,54.17833333,True,67.54491469,67.35377805,0,1574.333333,2336.0,468.2,1.0,1890.2,29.18685158,0.020346007,29,22233.2605,0.055555556,4.674603175,1.166666667,98.16666667,0.02020202
26,4,21,2,35.3375,False,64.16894792,59.06272457,0,46.625,93.0,5.058823529,0.0,5.079365079,148.7104558,0.28625159999999994,48,21631.03601,0.0,3.987704918,0.0,121.625,0.0051124740000000005
27,6,22,1,47.35625,False,74.21436094,55.21165909,0,212.75,161.0,0.6764705879999999,1.0,0.574977001,64.39717979,0.040141169,61,11211.3724,0.19262295100000001,7.5040983610000005,5.875,228.875,0.02832244
28,2,2,2,13.0675,False,67.54491469,54.3951461,0,14.875,16.0,0.625,0.0,0.162162162,50.98319328,21.84738153,2,33177.90952,0.062068965999999996,4.289655172,1.125,77.75,0.022328549
29,2,10,5,230.04,True,67.54491469,60.01643293,1,265.0,76.0,16.2,1.0,54.0,227.354717,0.00809394,17,13596.184619999998,0.4,12.8,2.0,64.0,0.101449275
30,2,23,2,199.5625,False,67.54491469,62.72254328,1,168.875,157.0,1.420289855,0.0,0.919605078,91.03997039,4.9e-05,297,20387.13827,0.038461537999999997,4.903846154,1.0,127.5,0.012682927
31,10,24,1,72.4875,False,56.74882249,52.79674342,0,60.125,105.0,0.263736264,0.0,0.448377581,81.43035343,5.2300000000000004e-05,474,13109.27629,0.029411765,6.726890756,0.875,200.125,0.00747198
32,6,25,2,5.0,False,74.21436094,33.88576389,0,70.125,166.0,0.35384615399999997,0.0,0.49086161899999997,175.8235294,49.56517218,2,40381.86538,0.0,3.4733333330000002,0.0,65.125,0.009505703
33,10,26,3,120.92875,False,56.74882249,46.83852273,0,137.125,154.0,1.2162162159999999,1.0,1.760598504,62.41567912,7.08e-05,234,19862.27058,0.0,5.21182266,0.0,132.25,0.004703669000000001
34,2,27,5,105.604,True,67.54491469,79.20450184,0,6.6,14.0,2.4285714290000002,1.0,5.1428571430000005,184.66666669999998,0.182490564,46,42299.31338,1.3478260869999998,11.04347826,6.2,50.8,0.138996139
35,2,23,4,286.29333330000003,True,67.54491469,62.72254328,1,50.0,29.0,6.8,1.0,21.0,237.83,0.006343921,21,517.4995995,691.0,379.14285710000007,2418.5,1327.0,1.820985333
36,2,28,2,31.0325,False,67.54491469,72.16061768,0,30.5,69.0,1.724137931,0.0,1.91954023,76.79918033,0.000458109,180,39134.89454,0.048611111,3.645833333,0.875,65.625,0.022641509
37,2,5,1,102.4,False,67.54491469,66.57455075,0,67.875,132.0,0.632183908,1.0,0.696319018,44.1160221,3.78e-05,554,4388.413570000001,0.42346938799999995,24.02040816,10.375,588.5,0.018671759
38,5,29,1,61.2625,False,62.81762235,64.46121429,0,55.25,45.0,1.2,1.0,1.122065728,58.06334842,0.00019194400000000002,314,10579.77604,0.090163934,8.057377049,2.75,245.75,0.01369863
39,2,20,1,136.78375,False,67.54491469,67.35377805,0,539.125,549.0,0.9409722220000001,0.0,1.063484487,73.77672154,0.000124331,274,15168.858380000001,0.246575342,6.0776255710000004,6.75,166.375,0.044161677
40,2,15,1,14.1375,False,67.54491469,63.31759713,0,74.25,115.0,0.470588235,0.0,0.8470948009999999,78.84343434,0.000102025,433,5680.957131,0.057377049000000006,15.14754098,1.75,462.0,0.005133748
41,11,30,1,13.0125,False,79.48752413,84.05273469,0,72.5,46.0,2.2941176469999998,1.0,6.380952381,63.04827586,0.0,0,41546.56589,1.8181818180000002,10.0,6.666666667,36.66666667,0.21739130399999998
42,2,8,2,8.7425,False,67.54491469,55.71088713,0,167.5,249.0,0.608695652,1.0,0.7153748409999999,119.72611940000002,0.00046301,172,16566.85095,0.031674207999999995,5.71040724,0.875,157.75,0.009471192
43,0,0,1,35.60375,False,67.6898946,87.9621868,0,82.875,182.0,0.6,0.0,0.554272517,162.9939668,0.0,0,31533.390389999997,0.0,4.4765100669999995,0.0,83.375,0.007440476
44,11,30,2,4.53625,False,79.48752413,84.05273469,0,42.0,68.0,1.108108108,0.0,1.489208633,99.83035714,0.129329409,45,33193.1248,0.0,4.594202899,0.0,79.25,0.007824726
45,2,5,1,1.0,False,67.54491469,66.57455075,0,143.625,202.0,0.643410853,0.0,0.6232493,40.18276762,0.000231474,287,13159.10457,0.012987013,6.904761905,0.375,199.375,0.005
46,0,0,1,8.0,True,67.6898946,87.9621868,0,12.5,2.0,1.4,1.0,6.0,62.12,0.432148175,8,80184.51852,4.333333333,5.0,6.5,7.5,0.9
47,2,28,4,54.77,True,67.54491469,72.16061768,0,192.0,9.0,2.8,1.0,39.4,47.69270833,0.027131056,37,7377.701754000001,0.75,13.75,3.0,55.0,0.133333333
48,8,31,3,61.0175,False,56.28338464,68.47462798,0,68.375,57.0,0.456521739,0.0,0.698170732,70.06215722,0.000238077,277,16182.62085,0.23943662,5.845070422999999,6.375,155.625,0.0448
49,2,32,4,1.0375,False,67.54491469,71.32098907,0,36.75,106.0,5.444444444,1.0,8.212121212000001,258.414966,0.000236942,236,79349.54231,0.009803922,2.549019608,0.125,32.5,0.022641509
50,9,33,1,158.25,False,59.52868001,59.07972917,1,52.75,80.0,0.956521739,0.0,0.830508475,99.94549763,0.000183255,354,12836.55208,0.018018018,7.337837838,0.5,203.625,0.005507956
51,2,34,4,46.66,True,67.54491469,38.10123241,0,167.0,20.0,5.0,0.0,16.7,36.13173653,385.3642043,2,17881.83784,1.0,11.66666667,3.0,35.0,0.2
52,12,35,3,119.615,False,82.27228409,97.77973065,0,121.75,301.0,1.3037037040000001,0.0,1.102564103,178.60266940000002,3.5600000000000005e-05,619,10902.73212,0.029045643,7.98340249,0.875,240.5,0.00622084
